age,starttime,gender,hhi,education,ideo5,newsint,corona1,stimulus_check,amount,employ,pres_2020,pres_2020lean,dfp_public_figure_ap_1,dfp_public_figure_ap_2,dfp_public_figure_ap_3,dfp_public_figure_ap_4,dfp_public_figure_ap_5,dfp_public_figure_ap_6,dfp_public_figure_ap_7,dfp_public_figure_ap_8,dfp_public_figure_ap_9,dfp_public_figure_ap_10
79,5/19/2020 13:08,Female,9,6,Conservative,Most of the time,Somewhat worried,Yes,1200,Retired,Donald Trump (Republican),,Somewhat approve,Not sure,Strongly disapprove,Somewhat approve,Not sure,Strongly disapprove,Somewhat disapprove,Not sure,Somewhat approve,Strongly disapprove
71,5/19/2020 11:54,Female,11,4,Not sure,Only now and then,Very worried,No,,Retired,Donald Trump (Republican),,Somewhat approve,Not sure,Strongly disapprove,Somewhat approve,Not sure,Somewhat approve,Not sure,Somewhat approve,Somewhat approve,Strongly approve
29,5/19/2020 12:07,Female,5,6,Conservative,Only now and then,Somewhat worried,Yes,1200,Full-time,Joe Biden (Democrat),,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve
51,5/19/2020 13:22,Male,12,4,Conservative,Most of the time,Not worried at all,Yes,1200,Full-time,Donald Trump (Republican),,Somewhat approve,Not sure,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove
60,5/19/2020 12:43,Male,14,2,Liberal,Most of the time,Somewhat worried,No,,Temporarily laid off,A different candidate,,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove
39,5/19/2020 13:22,Female,19,6,Moderate,Most of the time,Not worried at all,Yes,4,Homemaker,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove
69,5/19/2020 13:20,Female,-3105,4,Conservative,Only now and then,Very worried,Yes,2000,Retired,A different candidate,,Somewhat disapprove,Not sure,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Not sure,Strongly disapprove,Strongly disapprove,Strongly approve
71,5/19/2020 12:49,Female,19,6,Moderate,Most of the time,Very worried,Yes,2400,Retired,Not sure,Joe Biden (Democrat),Strongly disapprove,Not sure,Somewhat disapprove,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Somewhat disapprove,Somewhat approve
50,5/19/2020 12:15,Male,2,6,Moderate,Most of the time,Very worried,No,,Permanently disabled,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve
63,5/19/2020 12:09,Female,14,4,Not sure,Hardly at all,Not too worried,Yes,2400,Retired,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Not sure,Not sure,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Not sure,Somewhat disapprove
66,5/19/2020 13:27,Female,22,8,Liberal,Most of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly approve,Strongly approve,Somewhat disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve
61,5/19/2020 12:58,Female,8,2,Not sure,Hardly at all,Somewhat worried,Yes,1200,Retired,Would not vote,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
63,5/19/2020 13:15,Male,2,6,Conservative,Most of the time,Not too worried,Yes,1200,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve,Strongly disapprove
37,5/19/2020 13:21,Female,3,1,Moderate,Some of the time,Somewhat worried,No,,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Strongly approve,Strongly approve,Somewhat disapprove,Somewhat disapprove
38,5/19/2020 13:18,Female,15,5,Not sure,Some of the time,Somewhat worried,Yes,2400,Full-time,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Not sure,Not sure,Not sure,Somewhat disapprove,Not sure,Not sure,Somewhat approve
45,5/19/2020 11:44,Male,1,1,Moderate,Hardly at all,Not too worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Strongly disapprove,Not sure,Not sure,Strongly disapprove,Strongly disapprove,Strongly approve,Not sure
46,5/19/2020 12:34,Male,6,5,Very conservative,Most of the time,Somewhat worried,Yes,1200,Other,Donald Trump (Republican),,,,,,,,,,,
56,5/19/2020 11:31,Male,19,7,Moderate,Most of the time,Not too worried,Yes,2400,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Strongly approve
27,5/19/2020 12:03,Male,1,6,Very conservative,Most of the time,Very worried,Yes,1200,Full-time,Joe Biden (Democrat),,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Strongly approve,Somewhat disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve
28,5/12/2020 10:39,Male,24,7,Very liberal,Most of the time,Very worried,Yes,3,Full-time,Donald Trump (Republican),,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly approve
36,5/12/2020 10:43,Male,20,7,Very liberal,Most of the time,Very worried,Yes,100,Full-time,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve
69,5/12/2020 10:40,Male,12,6,Moderate,Some of the time,Somewhat worried,Yes,2400,Part-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Not sure,Not sure,Somewhat approve,Not sure,Somewhat approve,Strongly disapprove,Somewhat approve
77,5/12/2020 10:37,Male,22,8,Liberal,Some of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve
73,5/12/2020 10:37,Female,4,2,Conservative,Some of the time,Somewhat worried,Yes,1200,Full-time,Donald Trump (Republican),,Somewhat approve,Not sure,Strongly disapprove,Not sure,Strongly disapprove,Strongly disapprove,Strongly disapprove,Not sure,Somewhat approve,Somewhat disapprove
74,5/12/2020 10:40,Male,18,6,Conservative,Some of the time,Not worried at all,Yes,1200,Retired,Donald Trump (Republican),,Strongly approve,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve
46,5/12/2020 10:54,Female,9,5,Conservative,Most of the time,Very worried,No,,Homemaker,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
67,5/12/2020 10:48,Male,19,6,Moderate,Most of the time,Somewhat worried,Yes,771,Retired,Joe Biden (Democrat),,Somewhat disapprove,Not sure,Somewhat approve,Not sure,Not sure,Somewhat approve,Strongly approve,Not sure,Somewhat approve,Strongly approve
41,5/12/2020 10:59,Male,20,7,Very liberal,Most of the time,Very worried,Yes,10,Full-time,Donald Trump (Republican),,Somewhat approve,Somewhat disapprove,Somewhat disapprove,,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve
28,5/12/2020 10:55,Male,24,7,Very liberal,Most of the time,Very worried,Yes,3,Full-time,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly approve
25,5/12/2020 10:55,Male,9,6,Very conservative,Most of the time,Very worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove
20,5/12/2020 10:57,Male,1,1,Not sure,Some of the time,Very worried,No,,Part-time,Not sure,Donald Trump (Republican),Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
54,5/12/2020 10:55,Female,8,4,Liberal,Most of the time,Somewhat worried,Yes,2400,Part-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Somewhat disapprove,Strongly approve
20,5/12/2020 10:45,Male,9,2,Not sure,Most of the time,Not worried at all,Yes,1200,Full-time,Donald Trump (Republican),,Strongly approve,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Strongly approve
63,5/12/2020 10:59,Male,21,6,Very liberal,Most of the time,Very worried,No,,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve
57,5/12/2020 10:57,Male,10,6,Very liberal,Most of the time,Very worried,Yes,2400,Retired,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly approve,Strongly disapprove,Strongly approve
73,5/12/2020 10:57,Male,4,2,Moderate,Only now and then,Very worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve
37,5/12/2020 11:01,Male,4,5,Conservative,Some of the time,Very worried,Yes,1200,Temporarily laid off,Joe Biden (Democrat),,Strongly approve,Somewhat disapprove,Strongly approve,Strongly approve,Strongly approve,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove
72,5/12/2020 11:00,Female,3,2,Very conservative,Most of the time,Very worried,Yes,1200,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve
39,5/12/2020 11:04,Male,23,7,Very conservative,Most of the time,Very worried,Yes,2,Full-time,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly approve,Somewhat approve,Strongly approve
72,5/12/2020 10:58,Female,6,5,Conservative,Most of the time,Not too worried,Yes,1200,Homemaker,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve
36,5/12/2020 11:02,Male,21,7,Very liberal,Some of the time,Very worried,Yes,23,Full-time,Joe Biden (Democrat),,Somewhat disapprove,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve
80,5/12/2020 10:56,Male,7,2,Conservative,Most of the time,Not worried at all,Yes,1200,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Strongly approve
39,5/12/2020 11:03,Male,1,2,Moderate,Some of the time,Very worried,No,,Unemployed,Donald Trump (Republican),,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove
50,5/12/2020 10:59,Female,20,6,Liberal,Most of the time,Somewhat worried,No,,Unemployed,Joe Biden (Democrat),,Somewhat disapprove,Not sure,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve
19,5/12/2020 11:07,Female,-3105,4,Not sure,Hardly at all,Very worried,No,,Student,Donald Trump (Republican),,Strongly approve,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Strongly approve
63,5/12/2020 11:00,Male,9,2,Very conservative,Some of the time,Very worried,Yes,1200,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Somewhat approve,Not sure,Not sure,Somewhat approve,Strongly approve,Somewhat approve,Strongly approve,Strongly approve
63,5/12/2020 11:05,Male,17,4,Moderate,Some of the time,Not too worried,No,,Part-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Not sure,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve
35,5/12/2020 11:03,Male,-3105,1,Moderate,Some of the time,Somewhat worried,Yes,1200,Full-time,Joe Biden (Democrat),,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve
19,5/12/2020 11:06,Male,1,2,Very liberal,Only now and then,Very worried,No,,Student,Joe Biden (Democrat),,Not sure,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Strongly approve,Somewhat disapprove,Strongly approve,Somewhat disapprove,Strongly approve
76,5/12/2020 11:02,Female,6,2,Moderate,Some of the time,Somewhat worried,Yes,1200,Retired,Joe Biden (Democrat),,Not sure,Not sure,Somewhat approve,Not sure,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Not sure,Somewhat approve
70,5/12/2020 11:02,Male,1,4,Moderate,Only now and then,Very worried,Yes,1200,Retired,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Strongly approve,Somewhat disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve
41,5/12/2020 11:01,Female,21,6,Very conservative,Most of the time,Very worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Strongly approve
45,5/12/2020 11:08,Male,19,3,Conservative,Some of the time,Somewhat worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Somewhat disapprove,Not sure,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve
46,5/12/2020 11:06,Male,1,5,Very conservative,Most of the time,Not worried at all,Yes,1,Permanently disabled,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly approve
19,5/12/2020 11:06,Male,1,4,Very conservative,Most of the time,Not worried at all,No,,Homemaker,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove
43,5/12/2020 11:02,Male,1,2,Conservative,Most of the time,Somewhat worried,Yes,1200,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly approve,Strongly approve
40,5/12/2020 10:58,Male,19,7,Conservative,Some of the time,Somewhat worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Strongly approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Strongly approve,Somewhat approve
50,5/12/2020 11:04,Male,4,4,Conservative,Hardly at all,Not worried at all,Yes,1200,Temporarily laid off,Would not vote,,Strongly approve,Not sure,Strongly disapprove,Not sure,Strongly disapprove,Strongly disapprove,Not sure,Somewhat disapprove,Not sure,Somewhat approve
40,5/12/2020 11:06,Male,1,5,Moderate,Most of the time,Somewhat worried,Yes,1200,Part-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Strongly approve,Strongly approve,Not sure,Strongly disapprove,Somewhat approve
25,5/12/2020 11:12,Male,2,7,Moderate,Some of the time,Somewhat worried,Yes,1000,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve
